0.23	0.77
0.98	0.02
1.00	0.00
0.69	0.31
0.36	0.64
0.60	0.40
1.00	0.00
0.22	0.78
0.96	0.04
0.42	0.58
1.00	0.00
0.60	0.40
1.00	0.00
1.00	0.00
0.99	0.01
1.00	0.00
1.00	0.00
1.00	0.00
1.00	0.00
1.00	0.00
1.00	0.00
0.99	0.01
0.45	0.55
1.00	0.00
0.46	0.54
0.77	0.24
0.58	0.42
1.00	0.00
0.80	0.20
0.92	0.08
1.00	0.00
1.00	0.00
1.00	0.00
0.99	0.01
1.00	0.00
0.47	0.53
0.21	0.79
0.56	0.44
1.00	0.00
1.00	0.00
0.94	0.06
0.95	0.05
0.64	0.36
0.60	0.40
0.35	0.65
0.66	0.34
0.90	0.10
0.86	0.14
0.64	0.36
1.00	0.00
1.00	0.00
0.71	0.29
0.70	0.30
0.03	0.97
1.00	0.00
1.00	0.00
1.00	0.00
1.00	0.00
1.00	0.00
0.52	0.48
0.85	0.15
0.40	0.60
0.90	0.10
1.00	0.00
0.97	0.03
0.87	0.13
1.00	0.00
1.00	0.00
0.45	0.55
0.30	0.70
1.00	0.00
1.00	0.00
0.97	0.03
0.00	1.00
0.99	0.01
0.92	0.08
0.98	0.02
0.24	0.76
1.00	0.00
0.84	0.16
1.00	0.00
0.77	0.23
1.00	0.00
0.99	0.01
1.00	0.00
0.13	0.87
1.00	0.00
1.00	0.00
0.55	0.45
0.56	0.44
0.33	0.67
0.41	0.59
1.00	0.00
0.62	0.38
0.68	0.32
0.68	0.32
1.00	0.00
0.31	0.69
0.47	0.53
0.45	0.55
0.34	0.66
0.30	0.70
1.00	0.00
0.02	0.98
0.41	0.59
0.97	0.03
1.00	0.00
1.00	0.00
1.00	0.00
1.00	0.00
1.00	0.00
0.27	0.73
1.00	0.00
1.00	0.00
0.03	0.97
0.52	0.48
1.00	0.00
1.00	0.00
0.96	0.04
0.36	0.64
0.99	0.01
1.00	0.00
1.00	0.00
0.99	0.01
0.97	0.03
0.66	0.34
0.98	0.02
1.00	0.00
0.89	0.11
0.95	0.05
0.55	0.45
0.91	0.09
0.93	0.07
0.40	0.60
0.89	0.11
1.00	0.00
0.54	0.46
1.00	0.00
0.98	0.02
0.99	0.01
1.00	0.00
0.63	0.37
1.00	0.00
0.18	0.82
0.76	0.24
0.94	0.06
0.14	0.86
0.93	0.07
0.23	0.77
0.03	0.97
1.00	0.00
0.03	0.97
1.00	0.00
1.00	0.00
0.98	0.02
0.30	0.70
1.00	0.00
1.00	0.00
1.00	0.00
0.01	0.99
0.96	0.04
0.13	0.87
1.00	0.00
0.98	0.02
1.00	0.00
0.46	0.54
0.57	0.43
0.95	0.05
1.00	0.00
0.75	0.25
0.20	0.80
0.31	0.69
1.00	0.00
0.07	0.93
0.09	0.91
0.45	0.55
1.00	0.00
0.27	0.73
0.97	0.03
0.59	0.41
0.98	0.02
1.00	0.00
0.02	0.98
0.00	1.00
1.00	0.00
1.00	0.00
0.88	0.12
1.00	0.00
0.10	0.90
0.40	0.60
0.25	0.75
1.00	0.00
1.00	0.00
1.00	0.00
0.30	0.70
0.33	0.67
0.22	0.78
1.00	0.00
0.46	0.54
0.89	0.11
0.98	0.02
0.99	0.01
0.35	0.65
0.26	0.74
1.00	0.00
1.00	0.00
0.95	0.05
1.00	0.00
1.00	0.00
0.84	0.16
0.93	0.07
0.29	0.71
1.00	0.00
1.00	0.00
0.99	0.01
1.00	0.00
0.89	0.11
0.04	0.96
1.00	0.00
0.74	0.26
0.95	0.05
0.37	0.63
1.00	0.00
1.00	0.00
1.00	0.00
0.28	0.72
1.00	0.00
0.99	0.01
0.49	0.51
0.50	0.50
0.98	0.02
0.89	0.11
0.98	0.02
0.71	0.29
1.00	0.00
0.00	1.00
0.52	0.48
0.67	0.33
1.00	0.00
0.97	0.03
0.97	0.03
0.84	0.16
0.99	0.01
0.99	0.01
0.89	0.11
0.78	0.22
0.01	0.99
0.99	0.01
0.98	0.02
0.01	0.99
0.94	0.06
1.00	0.00
0.48	0.52
1.00	0.00
1.00	0.00
1.00	0.00
1.00	0.00
1.00	0.00
0.99	0.01
0.83	0.17
0.18	0.82
1.00	0.00
0.01	0.99
1.00	0.00
0.99	0.01
