precipitacao;pressao;temperatura;umidade
0;886,8;18,2;92
0;887,3;18,5;93
0;888;18,9;93
0,2;888,2;19,5;91
0;889;21,2;83
0;889,1;22,7;75
0,2;888,9;20,4;83
2;888,9;18,4;92
0,6;888,2;19;88
0;886,7;22,6;73
0;885,8;22;68
0;885,5;22,3;67
0;885,5;22,6;66
0;885,9;22,2;65
0;886,5;20,3;76
0;887,1;18,8;84
0;887,7;19,3;83
0;888,2;17,9;89
0;888,7;17,4;89
0;888,6;17,3;89
0;888,3;16,5;92
0;887,8;16,2;93
0;887,3;16,4;94
0;887,1;16,2;94
0;887,2;16,1;94
0;887,6;15,8;94
0;888,1;18,6;94
0;888,6;21,1;71
0;889;23,2;66
0;889,4;23,9;67
0;889,2;24,8;61
0;888,8;26,2;54
0;888,2;25,9;54
0;887,1;26,8;50
0;886,1;27,8;46
0;885,1;28,2;44
0;884,9;27,6;44
0;885,4;23,8;65
0;886,3;23,5;68
0;887,1;21,4;78
0;887,8;21,1;76
0;888,5;21,7;76
0;889;21,3;79
0;889;20,7;83
0;888,5;19,7;88
0;888,1;18,9;88
0;888,2;18,9;89
0;887,9;18,3;89
0;887,8;17,7;91
0;888;17,2;92
0;888,7;20,8;79
0;889,1;21,9;73
0;889,6;23,7;63
0;889,6;24,5;62
0;889,3;24,9;62
9,6;888,7;22,7;75
0;887,9;25;62
0;887,5;23;67
17,6;887,8;18,7;91
8;886,4;19,7;91
0;886;20,3;84
0;885,9;19,9;85
0;886,1;19,6;84
0;886,7;17,9;92
0;887,4;18;93
0;888,3;18,4;90
0;888,5;19,4;83
0;888,1;18,3;89
0;887,5;18,4;92
0;886,9;18;90
0;886,5;17,4;92
0;886,2;17,1;93
0;886,4;16,9;93
0;886,9;17,4;94
0;887,6;18,3;94
0;888;21;80
0;888,2;23,6;71
0;888,2;24,5;66
0,2;887,7;22,6;82
0;887,3;22,4;84
0,2;886,5;23,4;65
0;885,1;23,5;67
0;884,4;25,1;61
5,2;884,7;19,3;90
0,6;883,9;19,7;90
0;884,3;20,5;82
0;884,2;20,2;85
0,2;885,3;19;92
0;886;19,6;88
0;886,6;19,7;84
0;886,1;19,1;85
0;885,9;19,3;86
0;885,6;17,8;91
0;885,1;17,6;93
0;884,8;17,5;93
0;884,6;17,2;94
0;885,2;17,4;94
0;886,1;17,2;94
0;886,5;18,4;94
0;886,9;21;79
0;887,4;22,4;72
0;887,8;24;66
0;887,2;25,2;59
0,2;886,5;22,3;79
0,4;885,9;22,2;79
0;885,3;22,1;77
7,2;885,7;18,5;91
4;885,5;17,6;92
1,2;884,6;17,7;93
0,8;884,5;17,9;94
0,2;886,1;18,2;93
1,6;887,1;17,8;94
0,6;887,4;17,8;94
0;887,6;17,5;94
0;887,7;17,5;94
0;887,5;17,6;94
0;887,3;17,1;94
0;886,7;17,1;95
0;885,9;16,9;94
0;885,4;16,7;94
0;885,9;16,7;93
0;886,7;16,2;93
0;886,9;18,4;93
0,2;887,5;20,9;77
0;888,2;21,6;73
0;888,3;22,6;74
0;888,1;25,1;53
0;887,6;25,8;57
0;887;26,1;56
0;886,1;25,8;62
0;885,4;25,3;58
0;885,1;26,7;55
12,4;885,6;20,1;89
0,4;886;21;88
0;886,5;21,2;86
0;887,1;21;87
0;888,1;20,9;86
14,4;889,3;18,4;93
1,4;888,6;18,7;93
0,4;887,2;19,4;93
0,2;887,4;18,9;94
0;887;18,7;94
0;887;18,6;94
0;886,8;18,2;94
0;887,1;17,9;95
0,2;887,5;17,3;94
0;888,3;19,3;95
0;889;21,2;87
0;889,3;23,4;71
0;889,5;24,5;68
0;889,4;25,6;61
0;888,8;26,2;55
0;887,7;27,1;52
0;887,2;27,1;51
0;886,5;25,5;62
0;885,6;25,8;64
0;885,4;25,3;63
0;886,1;23,3;69
0;886,3;21,3;69
0;886,9;20,7;75
0;886,5;19,9;82
0;886,5;20,7;79
0;887;20,9;78
0;887,3;18,8;90
0;886,8;18,3;92
0;886,4;18,2;92
0;886,1;17,8;93
0;885,7;17,3;94
0;886;18,1;94
0;886,2;19;89
0;887;19,7;89
0;887,5;20,8;83
0;887,6;23,2;73
0;887,8;24,2;65
0;887,8;25,1;65
0;887,4;26;55
0;887,1;26,6;51
0;886,5;28,1;43
0;885,5;27,3;49
0;884,4;26,8;50
0;884,1;26,6;52
0;884,4;25,1;57
0;884,7;24,2;60
0;885,3;23,2;66
0;885,9;22,8;69
0;886,1;22,4;71
0;886,9;21,8;73
0;886,6;21,6;71
0;886,2;20,7;75
0;885,5;20,4;72
0;885,8;19,9;75
0;885,8;19,3;78
0;885,5;19,2;77
0;885,6;19;75
0;886,3;20;71
0;886,9;21,8;64
0;887,9;22,9;62
0;888,3;24,4;58
0;888,3;24,9;54
0;888,2;25,6;50
0;887,8;26;46
0;887,1;25,6;44
0;886,4;26,1;41
0;885,6;26,9;41
0;884,8;26,8;43
0;885,1;25,8;45
0;885,4;24,2;53
0;885,8;23,3;58
0;886,6;22,7;60
0;887,5;22;65
0;887,8;21,3;69
0;887,2;20,7;70
0;887,2;20,6;73
0;886,8;18;84
0;886,9;17,7;88
0;887;19,6;78
0;887,1;19,5;77
0;887,5;18,9;81
0;888,1;20,9;76
0;888,9;22,3;70
0;889,4;23,1;66
0;889,7;24,3;60
0;889,4;25,2;57
0;889;25,8;54
0;888,1;27,8;47
0;887,3;26,8;46
0;886,5;27,2;44
0;885,4;27,7;42
0;885,5;25;59
0;886;23,6;62
0;886,3;22,2;62
0;887;20,6;70
0;887,4;18,8;81
0;887,8;18,8;84
0;888;19,6;78
0;888,2;18,8;85
0;888;19;86
4,6;887,7;18,2;92
0;887,4;18;93
0,2;887,4;17,8;93
0;887,6;17,7;91
0;887,8;17,2;91
0;888,9;18,7;84
0;889,3;20,9;78
0;889,6;23,3;65
0;889,6;25,1;55
0;889,4;24,6;56
0;888,8;24,8;62
0;888,3;24,9;59
0;887,6;25,4;56
0,8;887,2;19,2;80
0,2;886,3;20,9;70
0;886,2;20,5;77
0;886;21,3;75
0;886,7;20,5;71
0;887,4;18,6;82
0;887,3;18,7;89
0;888,2;18,1;89
0;888,6;19,1;84
0;888,1;17,4;91
0;888;18,4;90
0;887,1;17,1;92
0;887;17,3;93
0;886,5;16,8;92
0;886,8;16,9;93
0;887,3;17,2;90
0;887,8;18,6;87
0;888,2;20,9;77
0;888,7;22,7;72
0;888,6;24,7;62
0;888,1;24,1;65
0;887,3;24,6;62
0;886,5;24,7;61
0;886,1;21,9;73
0,4;885,9;20,3;83
0;884,8;22;78
0;884,6;22;76
0;884,3;21,5;76
0;884,6;20,3;83
0;885,4;19,1;89
0;886,4;19,4;90
0;887,2;19,6;88
0;887,5;18,9;91
0;886,9;18,6;91
0;886,3;19;86
0;885,4;19,1;86
0;885,1;18,7;89
0;885,1;18,6;90
0;885,3;18,6;92
0;885,8;18,7;92
0;886,1;19,7;90
0;886,8;21,1;85
0;887,5;22,3;76
0;887,5;23,8;65
0;887,1;23,5;65
0;886,4;25,3;58
0;885,5;24,4;63
0;884,5;25,7;57
0;884,5;24,9;59
0;884,2;24,1;63
0;885;19,8;70
0;884,7;20,2;72
0;884,4;19,7;77
0;884,5;18,6;83
0;885,7;18,6;86
0;886,5;18,2;90
0;886,9;18,5;88
0;886,9;18,4;89
0;886,2;18,9;86
0;885,6;18,7;87
0;885,4;18,6;88
0;885,2;18,6;89
0;885,3;18,5;90
0;885,6;18,3;91
0;886,1;19,1;88
0;886,4;20,6;83
0;886,2;22,5;71
0;886,3;23,9;64
0;886,2;25,2;60
0;885,7;23,7;65
0;885;24,9;58
0;883,8;26,7;54
0;883;26,3;59
0;882,7;25,3;63
0;883,2;23,6;63
0;883,7;20,9;78
0;884,4;19,9;85
0;885,3;19,6;87
0;885,9;18,9;88
0;886,5;18,9;88
0;886,6;18,6;90
0;886,5;18,4;91
0;885,9;18,6;91
0;885,2;18,7;88
0;884,7;18,7;87
0;885;19;85
0;885,1;18,7;86
0;885,7;18,1;90
0;886,1;18,7;89
0;886,2;20;83
0;886,8;21,2;76
0;887,3;21,4;75
0;887,3;22,5;69
0;886,8;24,2;62
0;886;25,1;63
0;884,9;26,1;63
0;884,3;24,4;64
0;884;24;65
0;883,9;23,1;67
0;884,6;20,3;77
0;884,9;20,6;84
0;885,2;20,2;86
0;885,7;19,6;87
0;886,7;19,3;87
0;887;19,2;88
0;886,7;18,8;91
0;886,3;18,6;90
0;885,3;18,5;91
0;884,9;18,6;91
0;884,3;18,2;90
0;884,6;18,2;90
0;884,9;18,1;90
0;885,5;18,6;89
0;886,1;20,6;82
0;886,2;23,6;68
0;886,4;24;66
0;886,3;25,8;58
0;885,9;25,5;58
0;885,1;25,7;58
0;884;27,5;54
0;883,3;25,8;56
4,8;883,2;21,4;86
2,4;883,1;21,6;79
0;883,7;21,8;75
0;884,3;20,6;82
0;885,1;20,4;84
0;885,7;19,8;89
0,6;886,4;19,8;92
0;886,2;19;92
0;885,7;18,7;93
0;884,9;18,6;93
0;884,2;19,1;91
0;884,2;18,7;92
0;883,8;18,5;93
0;884;18,9;93
0;884,8;18,6;93
0,2;885,2;20,1;90
0;885,6;21;82
0;885,9;21,9;77
0;885,8;23,3;72
0;885,3;24,8;61
0;884,8;25,8;57
0;884;26,6;56
0;882,9;26,2;60
0;881,8;25,7;65
0;881,3;23,2;73
0;881,8;21,4;82
6;882,9;19,1;90
8,8;883;19,4;93
0,4;883,8;19,6;93
0,2;884,5;19,9;93
0;885;19,6;93
0;884,8;19,5;94
0;884,5;19,2;94
0;883,9;19;94
0;883,6;19,1;94
0,2;883,5;19,1;94
0,4;883;18,8;91
0;883,3;18,8;92
0;883,5;18,2;94
0;884,4;19,3;93
0;884,7;20,5;89
0;885,2;23;77
0;885,4;21,9;81
0;885,2;22,6;75
0;885,1;21,5;77
0,6;884,8;20,2;90
4,2;884,4;19,6;92
1;883,9;20,7;86
0;883,3;21,6;80
0;882,7;21,9;81
0;883,6;20;86
0;884,2;19,1;88
0;884,5;18,5;87
0;885,1;18,2;86
0;886;18,3;89
0;886,3;18,3;91
0,2;886;18,3;92
0;884,9;18,1;93
0;884,2;18,2;92
0;883,5;18,2;90
0;883,6;18,7;86
0;884,3;18;92
0;885;18,5;91
0,2;885,8;19,5;82
0;886,6;20,2;80
0;887,1;21;75
0;887,4;22,2;68
0;887,3;23,6;64
0;886,7;24,6;57
0;885,7;25,3;54
0;884,6;25,2;56
0;884,3;24,8;57
0;883,7;26,1;56
0;883,9;24,8;60
0;884,9;19,9;79
7;886,1;18;93
1,2;886,7;18,4;91
1,2;887,4;18,2;92
0,2;887,7;18,1;92
0;887,6;18,3;92
0;887,2;18,1;92
0,2;886,9;18,3;92
0;886,6;18,2;93
0,8;886,1;17,9;93
0;886,1;17,8;94
0;886,6;17,9;94
0;887;17,9;94
0;887,7;19,1;91
0,2;888,4;21,1;82
0;888,8;22,1;77
0;889,3;22,4;73
0;889,3;24;68
0;888,9;24,6;64
0;887,9;25,7;59
0;886,9;22,5;74
0,4;886,1;25,2;57
0;885,5;26,3;47
0;885,3;26,4;43
0;885,8;23,3;64
0;886,6;22;73
0;887;21,4;78
0;888;19;89
0;888,5;19,2;89
0;888,8;19,1;90
0;888,4;18,2;90
0;888,1;18,6;92
0;887,8;18;93
15,2;887,7;17,9;92
0,2;886,9;17,5;94
0;887,1;16,5;94
0;887,6;16,5;95
0;887,9;18,6;95
0;888,1;21,4;83
0;888,4;23,8;70
0;888,3;25,2;60
0;887,9;25,5;60
0;887,1;26,4;56
0;886,4;23,2;69
0;885,7;22,6;70
0;884,9;25,7;60
0;883,8;26,3;52
0;884,5;21,4;74
0,8;885,1;20;83
0,6;885,2;19,1;88
0;885,9;19,1;90
0;886,7;18,8;93
0;886,8;18,9;91
0;886,8;18,4;93
0,2;886,3;18,2;93
0;885,8;17,9;94
0;885,4;17,3;93
0;885,1;17,3;94
0;885,1;16,9;94
0;885,6;17,1;94
0;885,9;16,5;94
0;886,5;18,7;94
0;887;20,7;81
0;887,7;21,6;80
0;887,7;22,7;75
0;887,6;21,3;74
0;886,7;23,6;68
0;885,8;24,9;53
0;885,3;25;58
0;884,5;25;62
0;883,8;23;67
0;884;23,9;63
0;884,2;22,7;72
0;884,7;22,4;71
0;885,3;19,7;86
0;886,2;21,3;79
0;886,6;21,3;79
0;887;20,5;83
0,2;886,7;19,2;88
0;886,3;19,2;87
0;885,8;19,6;86
0,2;885,5;19,2;92
0;885,7;18,9;91
0;885,9;18,7;92
0,4;885,6;18,5;93
0;886,3;19,8;89
0;886,9;21,7;81
0;887,2;23,3;71
0;887,3;24,2;70
0;887;24,6;62
0;886,5;26;56
0;886,2;26,8;51
0;885,6;26,4;51
0;884,7;28;45
0;884;27,7;42
0;884;27,4;42
0;884,3;26;50
0;885,2;24,8;59
0;885,9;21,9;72
0;886,7;20,8;75
0;887,4;20,9;81
0;887,5;20,3;83
0;887,1;19,8;84
0;887;18,8;87
0;886,8;19;85
0;886,5;19;86
0;886,3;17,4;89
0;886,1;17,8;91
0;886,3;16,9;93
0;886,8;19,5;90
0;887,4;22,5;71
0;887,9;23,3;68
0;888,1;24,4;58
0;888,1;24,8;50
0;887,8;26,3;46
0;887,3;26,6;47
0;886,6;28;46
0;885,8;28,2;42
0;885,1;27,4;45
0;884,7;27,5;44
0;884,5;26,3;43
0;884,8;25;50
0;885,9;24,1;58
0;886,7;23,2;63
0;887,4;22,6;65
0;887,7;22,5;63
0;887,3;21,7;68
0;886,9;21,2;70
0;886,6;18,8;76
0;886,4;17,1;85
0;886,6;16,8;88
0;886,9;16,5;88
0;887,7;17,4;87
0;888,2;20,9;73
0;888,7;22,8;64
0;889,3;24,1;55
0;889,5;26,2;49
0;889,3;26,2;45
0;888,8;27,2;48
0;888;28,2;43
0;887;27,5;43
0;886,2;28,6;41
0;885,3;27,3;46
0;884,9;27,5;44
0;884,9;27,1;43
0;885,4;25,6;48
0;886,1;24,5;58
0;886,9;22,9;66
0;887,8;21,4;71
0;888,2;19,5;83
0;887,8;18,8;85
0;887,4;19,2;80
0;887,3;18,3;90
0;886,8;18,5;91
0;887;18,2;92
0;887,1;18,5;91
0;887,5;17,7;93
0;888;20,1;89
0;888,4;22,9;69
0;889;23,7;64
0;889,5;24,8;59
0;889,1;26,8;56
0;888,4;28,1;53
0;887,6;27,5;52
0;886,9;25,3;61
0,2;886,6;24,1;68
0;886,4;22,5;72
0;886,1;21,1;77
0;886;21,1;77
0;886,8;20,2;80
0;887,4;19,7;81
0;888,2;18,9;83
0;888,6;18,6;84
0;889,3;18,5;84
0;888,8;18,8;84
0;888,5;17,5;87
0;888,4;19;84
0;888,2;18,4;86
0;888,1;18,8;88
0;888,3;19,3;89
0;888,7;19,1;91
0;889,3;19,7;89
0;889,6;20,9;82
0;890,1;22,9;75
0;890,2;24,4;64
0;890;25,7;58
0;889,4;27,2;56
0;888,6;27,7;47
0;887,5;28,6;44
0;887,3;25,4;62
0;886,5;25,8;59
0;886,4;24,6;69
0;886,8;24,2;70
0;887,7;21,1;79
0;888;20,1;85
0;888,8;19,9;84
0,2;888,9;20,6;84
0;889,9;20,7;85
0;889,5;21;85
0;889,1;20,3;88
0;887,9;19,7;90
0;888,1;19,9;86
0;888,1;19,6;86
0;888;19,5;89
0;888,4;19,1;92
0;889,3;19,9;91
0;889,7;22;83
0;889,9;24,2;70
0;889,8;25,3;62
0;889,7;26,1;57
0;888,8;24,7;61
12,2;889,1;20;88
0;888;20,6;91
0;887,1;22,5;84
0;885,9;24;68
0;885,9;25,4;61
0;885,6;25,6;61
0;886,3;21,5;82
0;886,9;20,4;88
0;887,7;20;89
0;887,8;20,9;81
0;887,8;19,3;89
0;887,7;19,3;87
0;887,6;18,9;91
0;886,6;20,3;83
0;885,9;18,5;89
0;886,3;18,2;92
0;886,6;17,7;93
0;886,8;18,4;94
0;887,5;20,1;86
0;888,3;21;83
0;888,8;22,8;79
0;889,2;22;80
0;889,9;19,8;84
0,6;888,9;19,6;85
0;887,9;22;73
0;886,6;25,6;54
0;886,4;25,1;58
0;885,1;24,3;65
0;884,7;23,9;67
0;885;23,1;72
0;885,8;21,9;78
0;886,3;20,9;79
0;886,4;19,6;85
0;887,2;20;84
0;888;18,6;87
0;888,2;20,1;81
3;887,4;18,1;86
2;886,7;17,3;90
0,2;886,4;17,5;92
2,6;887;17,9;91
2,6;887,1;17,2;93
0;887;17,7;93
0;887,5;18,9;89
0;887,9;20,6;81
0;888,4;22,7;74
0;888,5;24,2;66
0;888,3;26,2;54
0,2;887,9;27,2;43
0;887,2;27,7;40
0;886,3;28,8;39
0;885,5;28,9;36
0;884,4;28,9;41
0;883,9;28,2;44
0;884;26,5;49
0;884,7;25,4;49
0;885,6;21,7;72
0;886,7;24;62
0;887;23,3;63
0;887,5;21,4;74
0;887,1;19,5;83
0;886,7;19,7;83
0;886,2;20,1;80
0;885,6;19,7;80
0;885,6;18,7;86
0;885,8;17,9;90
0;886,1;18,1;90
0;886,6;20,9;77
0;887,2;23;66
0;887,6;24,7;63
0;887,7;25,3;60
0;887,4;26,6;55
0;886,8;26,8;50
0;886,1;27,9;45
0;885,1;29,1;39
0;884,3;28,7;35
0;883,3;29;34
0;883,4;28,1;39
0;884,2;26,8;40
0;884,1;25,6;47
0;884,8;24,1;55
0;885,7;21,7;67
0;886,3;20,2;75
0;887;20,4;78
0;887;20,6;74
0;886,6;21,6;76
0;886,2;20,7;80
0;886;21,7;77
0;886,1;19,9;86
0;886,2;19,2;89
0;886,7;18,5;90
0;887,4;20,4;86
0;888,1;22,3;76
0;888,3;24;67
0;888,3;25,7;58
0;888,1;27;51
0;887,7;26,6;51
0;886,7;27,6;48
0;886,1;26,8;52
0;885,6;25,1;63
0;885,2;23;68
0;885,1;22,9;68
0;885,8;23,4;69
0;886;22,2;77
0;886,6;19,6;81
0,8;886,4;19,4;87
0,2;887,3;19,5;87
0;887,4;20,2;82
0;887,2;19,5;87
0;886,8;19,9;84
0;886,2;20,7;79
0;885,8;20,4;80
0;885,9;19,7;83
0;885,9;20,4;80
0;886,5;19,5;84
0;887,3;20,1;84
0;887,9;22,1;74
0;888,5;23,2;67
0;888,5;25,1;62
0;888,2;25,7;52
0;887,7;26,8;48
0;886,9;28,5;47
0;886;28,6;45
0;885,1;27,4;45
0;884,2;28,3;45
0;883,7;26,5;49
0;883,8;26;49
0;884,5;25,3;53
0;885,3;23,2;64
0;886,1;23,7;64
0;886,7;24,1;60
0;887;23,6;61
0;886,7;22,4;70
0;886,7;21,2;79
0;886,2;20,6;82
0;886;19,9;86
0;885,8;19,5;89
0;886;19;90
0;886,3;18,6;92
0;887;18,9;92
0;887,7;19,8;88
0;888,2;22,7;75
0;888,3;24,2;58
0;888;25,3;58
0;887,5;26,4;54
0;886,8;27;47
0;886;27,4;46
0;885,2;28,2;44
0;884,4;28;43
0;883,8;27,1;45
0;883,9;26,5;46
0;884,2;25,8;45
0;884,9;24,5;47
0;885,6;23,4;54
0;886,1;23,2;62
0;886,5;23;64
0;886,5;21,3;70
0;886;22,1;66
0;885,6;22;67
0;885,3;19,7;76
0;885,3;20,1;77
0;885,4;19;83
0;885,8;18,6;85
0;886,5;21,7;70
0;887;23,6;64
0;887,5;24,9;61
0;887,6;25,3;60
0;887,3;27,3;53
0;887;27,7;51
0;886,2;28,4;46
0;885,3;27,6;52
0;884,4;26,6;54
0;883,9;27,7;52
0;883,6;26,8;54
0;884,1;26;56
0;884,5;25,1;62
0;885,4;24,3;66
0;886;22,3;77
0;886,4;21,5;81
0;886,5;21,5;82
0;886,3;21,8;82
0;885,9;21,5;82
0;885,6;21,3;82
0;885,5;20,6;85
0;885,7;20,4;82
0;885,9;20;85
0;886,3;19,8;85
0;886,9;20,5;85
0;887,5;21,9;80
0;888;23,2;75
0;888,1;24,5;68
0;887,7;25,9;58
0;887,5;27,8;54
0;886,8;28,3;48
0;886,2;28,7;42
0;885,6;29,1;40
0;885,2;28,9;39
0;884,9;28,7;41
0;884,8;28,1;37
0;884,9;26,1;42
0;885,3;24,8;50
0;885,9;21,1;70
0;886,1;22,6;70
0;886,3;23;65
0;886,1;22,6;68
0;885,9;21,9;72
0;885,4;20,3;77
0;885,5;18,1;88
0;885,7;18;90
0;886,1;17,3;92
0;886,7;17,7;90
0;887,3;22,1;73
0;887,7;23,5;68
0;887,9;24,8;66
0;887,8;26,4;58
0;887,3;27,3;57
0;886,9;27,6;49
0;886,2;28,9;34
0;885,7;30,4;31
0;885;29,9;32
0;884,5;30,2;30
0;883,9;30;32
0;884;28,5;38
0;884,2;27;43
0;884,8;26;49
0;885,1;25,3;48
0;885,5;24,8;51
0;885,9;24,4;55
0;885,5;23,4;60
0;885,3;21,8;67
0;885;23;62
0;884,8;22,2;65
0;885,2;22,1;64
0;885,1;20,2;71
0;884,9;21,2;66
0;885,5;23,6;60
0;885,7;24,3;55
0;886,6;25,6;54
0;886,8;27,4;44
0;886,6;28,5;43
0;886,3;28,6;41
0;885,2;29,3;37
0;884,3;30,2;37
0;883,4;29,9;38
0;882,5;30,4;37
0;882,4;29,1;38
0;883;28,2;41
0;882,9;26,9;45
0;883,5;25,9;49
0;884,2;25,5;51
0;884,5;23,1;64
0;885,2;23;63
0;884,7;22;71
0;883,9;21,4;79
0;883,5;19,8;85
0;883,2;19,6;87
0;883,8;19,2;90
0;884,1;20,7;86
0;884,2;20,4;87
0;884,4;20,9;84
0;885,1;22,1;78
0;885,5;23,2;74
0;885,3;25,3;68
0;884,8;26,5;56
0;884,3;27,5;54
0;883,4;28,6;44
0;882,4;29,7;42
0;881,4;29,9;39
0;880,9;29,7;37
0;880,5;29,1;40
0;880,9;27,6;46
0;881,8;25;58
0;882,3;23,5;61
0;883,3;22,9;66
0;884,2;23,4;67
0;884,3;21,5;74
0;884,2;22,2;76
0;884;22,3;75
0;883,5;21,9;75
0;883,4;21;80
0;883,6;21,6;81
0;884;19,4;80
0;884,3;18,7;87
0;884,8;19,5;81
0;885,1;21,1;74
0;885,8;23,6;62
0;886,1;24,4;62
0;885,8;25,8;61
0;885,5;25,4;58
0;884,6;23,1;73
0;884;25,1;62
0;882,7;27,6;53
0;882;26,3;54
0;881,6;26,7;57
0;882,2;25,6;63
0;883,3;24,3;66
0;884,2;23,3;73
0;885;22,5;79
0;885,3;21,6;84
0;885,7;22,2;82
0;885,7;20,7;82
0;884,7;20,1;89
0;885;19,5;91
0;884,4;19,7;87
0;884,4;18,5;89
0;884,7;18;90
0;885,1;18,6;87
0;885,8;19,8;83
0;886,5;19,9;88
0;887,5;18,9;91
6,4;888,2;18,9;93
0;888,1;19,7;87
0;887,3;20,5;83
0;886,4;21,2;79
0;885,3;22,2;73
0;884,4;24,4;67
0;883,6;24,8;58
0;883,8;24,1;66
0;884;23,5;67
0;884,5;22,1;74
0;885,2;21,6;74
0;885,9;21,2;74
0;886,5;21,7;70
0;886,7;21,3;73
0;886,5;20,9;76
0;886;20,3;80
0;885,4;20;82
0;884,8;19,4;86
0;884,4;19;89
0;885;18,1;92
